id,NGR,Longitude/Latitude,Site Height,In-Use Ae Ht,In-Use ERP Total,Dir Max ERP,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,Lat,Long
746115,NX99211238,003W33 28 54N29 48,133,41,"1.950,002",65,1.4,0.5,0,0,0,0,0,0,0,0,0,0,0.5,1.4,2.1,2.8,3.7,5.8,8,11.2,14.4,18.1,20,26,26,26,26,20,18.1,14.4,11.2,8,5.8,3.8,2.8,2.1,54.496676,-3.557726
746116,TQ32960452,000W06 49 50N49 30,120,39,"0.870,964",10,1,0,0,1,3,4,4,6,9,9,8,7,6,8,13,14,14,16,16,13,12,11,10,9,7,3,1,0,0,1,2,4,3,2,3,4,50.824954,-0.113611
746117,NZ3501071334,001W27 14 55N02 07,40,26,"0.010,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.035277,-1.453767
746118,SD66051446,002W30 53 53N37 32,439,205,"10.000,000",115,2,3.9,3,1.1,0,2.1,2.6,2.7,1.3,2.6,3.3,2.9,1.3,3.2,4,3.3,0.9,1.9,4.4,6,3.1,4.1,6.3,7.4,5.4,5.8,3.8,4.8,3,4.8,4,4.9,4.4,5.7,5,3.2,53.625547,-2.514794
746119,TF46260860,000E09 39 52N39 19,4,37,"0.015,000",200,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,52.655393,0.160854
746120,NY00122777,003W32 56 54N38 06,37,28,"1.000,000",90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,4,6,6,6,7,7,7,6,6,6,4,3,3,2,54.635112,-3.548915
746121,TQ59516044,000E17 16 51N19 15,219,150,"4.500,005",318,0.24,0.71,1.26,1.25,1.72,3.17,5.24,8.04,11.45,15.92,21.33,22.54,26.3,31.46,30.98,25.9,23.31,21.77,15.43,11.52,8.4,5.42,3.41,1.94,1.37,1.33,0.81,0.21,0.08,0,0.21,0.38,0.43,0.23,0.01,0.1,51.320696,0.287702
746122,TR06664724,000E57 21 51N11 13,98,43,"0.500,000",330,2,2,1.5,1,1.3,2.7,5,7.4,9,9.2,9.5,9.8,10,10,9,7.5,6,6,6,6,4,2.3,1.5,1,1.2,1.5,1.7,2,2,2,2,2,1.2,0.3,0,0.7,51.187004,0.955865
746123,TL04482102,000W29 01 51N52 41,207,60,"3.127,159",320,3.6,2.4,1.4,0.6,0.1,0,0.3,1.1,2.4,4.2,6.4,8.5,10.1,10.4,10,9.8,9.9,10.1,9.7,8.3,6.2,4.1,2.2,1.1,0.4,0,0.2,0.8,1.6,2.6,3.6,4.4,5.1,5.3,5,4.4,51.877958,-0.483622
746124,SK29465533,001W33 41 53N05 40,315,28,"0.600,000",20,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,53.094354,-1.561526
746125,SK16400434,001W45 33 52N38 12,145,272,"5.000,000",20,0.2,0,0,0.2,0.5,1,1.6,2.3,3.3,4.8,6.6,8.6,10.9,12.8,15.7,19,24.4,25.9,25.9,25.9,25.9,25.9,25.7,23.8,22.2,18.6,15.8,14.1,11.8,9.4,7.4,5.4,3.8,2.4,1.3,0.6,52.63655,-1.759098
746126,SK332419,001W30 25 52N58 24,125,60,"2.999,998",10,0.3,0,0.1,0.3,0.6,1.1,1.4,1.7,2,2,1.8,1.8,1.4,1.1,0.6,0.3,0,0,0.4,0.9,2,3.4,5,6.5,7.5,8.1,8,8.2,8.2,8,7.5,6.4,4.9,3.4,2,1,52.973416,-1.507057
746127,SK24586374,001W38 02 53N10 13,305,43,"1.600,000",330,0.6,2.5,7.4,8.7,11.1,10.4,10,10.1,3.8,1.3,1.5,0.3,0,0.4,0.8,1.3,2.6,6.7,7.2,6.7,17.1,10.8,16.8,15.7,12.1,22.4,9.8,9.8,6,2,0.9,0.4,0.1,0,0.5,1.3,53.170195,-1.633756
746128,NV50696088,007W26 26 54N49 14,123,10,"0.100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.82055,-7.440534
746129,NV57098094,007W21 55 55N00 16,160,11,"0.200,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.004444,-7.365259
746130,SX75826876,003W45 09 50N30 20,156,46,"0.100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.505425,-3.752519
746131,SS50192900,004W08 18 51N02 27,116,44,"0.600,000",130,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,51.040763,-4.13826
746132,SX85756205,003W36 38 50N26 50,196,68,"5.000,000",340,0.5,2.4,3.2,2.4,3.5,7.2,7.9,7.5,7.9,7.3,7.6,9.1,11.2,14.7,22.9,21.6,26.6,18.2,23.5,16.8,14.7,10.6,10.4,13,12,9.4,14.2,16.7,13.5,16.9,7.8,5.1,2.1,1.1,0,0.4,50.447129,-3.610498
746133,SS49483693,004W09 06 51N06 43,95,33,"0.600,000",210,5.6,5.7,5.7,5.9,5.9,5.8,5.6,4.9,3.8,2.3,1.2,0.4,0,0,0.5,1.2,2.3,3.4,4.5,4.9,5.3,5.3,5.2,5,4.3,3.4,2.2,1.3,0.4,0.1,0,0.4,1.2,2.4,3.7,4.7,51.111834,-4.151684
746134,SX92135622,003W31 08 50N23 45,50,18,"0.300,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.395927,-3.518996
746135,SY04338250,003W21 15 50N38 04,102,27,"0.600,000",100,2.2,1.1,0.4,0,0.1,0,0.3,0.7,0.9,1.2,1.3,1.1,0.9,0.6,0.3,0,0.1,0.1,0.4,1.1,2.2,3.6,5.4,7.2,9,10.1,10.9,11,11.3,11.1,10.8,10.2,8.8,7.2,5.2,3.6,50.634311,-3.354151
746136,SX89829222,003W33 44 50N43 09,102,44,"1.000,000",340,1,0,0,1,2,2,2,2,3,4,5,7,9,14,26,20,22,22,20,13,9,6,5,5,5,4,4,3,2,1,1,1,2,2,2,2,50.719122,-3.562148
746137,SX93417519,003W30 23 50N34 00,205,32,"0.500,000",120,2.3,1.2,0.4,0,0,0.5,1.2,2.3,3.4,4.5,4.9,5.3,5.3,5.2,5,4.3,3.4,2.2,1.3,0.4,0.1,0,0.4,1.2,2.4,3.7,4.7,5.6,5.7,5.7,5.9,5.9,5.8,5.6,4.9,3.8,50.566699,-3.506408
746138,SS52762208,004W05 56 50N58 45,200,126,"3.908,949",,0.2,1.1,2,1.2,0,1.9,1.9,0.4,1,1.6,1.9,1.1,0.3,0.2,1.5,2.5,0.4,0.3,2,2.6,1.3,1.3,2.1,3.8,8.9,13,12.1,8.8,6.9,11,11.9,10.4,6.6,4.8,3.6,0.9,50.979244,-4.098818
746139,SS50704648,004W08 18 51N11 53,203,41,"0.300,000",150,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,51.197967,-4.138233
746140,SX88755113,003W33 54 50N20 58,107,21,"0.400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.349538,-3.565025
746141,SX58639681,004W00 20 50N45 13,208,50,"0.300,000",0,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1,0.7,0.3,0,0,0,0.3,0.5,0.8,50.753618,-4.005483
746142,SY13658791,003W13 25 50N41 04,112,24,"0.300,000",290,5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,0,0.4,0.8,1.4,2.2,3,50.684407,-3.223662
746143,ST22240142,003W06 18 50N48 26,227,158,"5.000,000",,2,2.2,0.3,1.1,1.9,0.7,0,0.7,0.9,2.4,5.1,6.3,7.9,8.7,7.5,8.7,9.6,8.7,8.6,10.5,9.8,8.6,4.6,1.9,0.7,0.3,0.6,1.7,2.9,1.6,1,3.6,1.9,0.4,0.2,0.1,50.807088,-3.104951
746144,SS93941261,003W30 35 50N54 11,142,51,"0.300,000",90,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,50.903183,-3.509706
746145,SO91638685,002W07 29 52N28 46,162,25,"0.120,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.479497,-2.124668
746146,SO94159002,002W05 15 52N30 29,202,26,"0.050,000",,0.5,1,1.5,3,5,7,8,9.5,10,12,13,14,12,11,10,10,10,10,10,11,12,14,13,12,10,9.5,8,7,5,3,1.5,1,0.5,0,0,0,52.508028,-2.08762
746147,ST60617076,002W34 05 51N26 04,67,25,"0.015,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.434452,-2.568038
746148,ST5782573215,002W36 30 51N27 23,57,55,"0.018,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.456323,-2.608393
746149,ST6681766072,002W28 42 51N23 34,98,15,"0.057,963",,5.85,7.39,8.73,9.75,11.85,13.85,15.85,17.85,17.85,17.85,19.85,19.85,20.15,21.05,21.45,21.45,21.45,21.05,20.05,18.15,18.65,18.45,17.85,11.85,8.85,7.94,5.85,4.94,3.95,3.1,1.54,0,0.3,0.8,1.75,2.75,51.392699,-2.47831
746150,NT51617605,002W46 37 55N58 30,175,18,"1.000,000",170,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,55.974965,-2.776943
746151,NS82836457,003W52 25 55N51 36,275,155,"2.399,999",90,3.5,2.5,1.5,1,0.5,0,0,0,0,0,0,0,0,0,0.5,1,1.5,2.5,3.5,5,7,9,12,16,20,26,26,26,26,26,20,16,12,9,7,5,55.860005,-3.873572
746152,NT25056945,003W12 02 55N54 44,202,43,"0.977,237",0,0,0.2,0.4,0.8,1.2,1.1,1.4,1.5,1.7,2.5,3.7,5.7,8.2,10.7,13.5,16.5,25,25.9,25.9,25.9,20.7,15.6,12,9.3,7.4,5.7,4.4,3.2,2,1.4,1.4,1.2,1,0.7,0.2,0.2,55.912262,-3.200598
746153,NT23338724,003W13 59 56N04 18,181,78,"5.999,997",180,2.4,2.6,5.9,5.3,14.7,6.8,5.6,5.3,4.5,3.5,2.8,2.2,1.3,1.2,1.9,0.9,0.3,1,0.6,0,2.5,0.3,2.1,1.8,1.4,1.6,2.3,3.2,4.7,7.4,9.1,5.9,16.5,4.6,3.7,3.1,56.071791,-3.233186
746154,NS72138846,004W03 21 56N04 18,410,49,"0.740,000",90,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,56.071792,-4.055753
746155,NT25117350,003W12 03 55N56 55,121,18,"0.027,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.948651,-3.200764
746156,NT05399374,003W31 25 56N07 37,355,32,"1.580,000",180,11,11,11,10,9,7,5.5,3.5,2.5,1.5,0.5,0,0,0,0.5,0.8,1,1.2,1.2,1.2,1,0.8,0.5,0,0,0,0.5,1.5,2.5,3.5,5.5,7,9,10,11,11,56.126954,-3.523569
746157,NT25265908,003W11 40 55N49 09,248,43,"2.500,000",0,0,0,0.2,0.8,1.2,2.2,3,5,7,9,12,15,18,20,20,20,20,20,20,20,20,20,20,20,18,15,12,9,7,5,3,2.2,1.2,0.8,0.2,0,55.819142,-3.194377
746158,NT25056945,003W12 02 55N54 44,202,33,"0.109,441",,4.8,2.9,4.4,4.9,0.3,0,2.6,3.4,3.6,5.5,9.9,17.7,24.2,24.6,13.1,8.4,5.6,2.8,1.1,0.5,1,5.2,7.9,2.5,2.1,4.3,4.6,1.9,0.9,1.6,3.4,4.9,4.7,3.4,3.3,5.1,55.912262,-3.200598
746159,NT2061473824,003W16 22 55N57 03,160,36,"0.081,600",,0.98,1.44,2.13,2.19,1.33,1.1,1.52,0.98,0,0.74,2.6,3.46,8.43,5.87,6.8,6,6.16,4.17,4.14,5.76,6.77,6.78,6.69,6.93,7.72,9.7,8.74,4.25,3.33,4.62,6.55,6.49,5.77,9.61,2.52,1.17,55.950839,-3.272833
746160,TL66010344,000E24 04 51N42 18,90,47,"1.000,000",310,0,0.1,0.1,0.4,1.1,2.2,3.6,5.4,7.2,9,10.1,10.9,11,11.3,11.1,10.8,10.2,8.8,7.2,5.2,3.6,2.2,1.1,0.4,0,0.1,0,0.3,0.7,0.9,1.2,1.3,1.1,0.9,0.6,0.3,51.705132,0.401129
746161,TQ79058671,000E34 52 51N33 03,80,31,"1.199,999",290,0.1,0.5,1,1.9,3,4.6,6.4,8.3,10.2,12.1,13.7,14.5,14.9,14.6,13.8,12.4,10.5,8.5,6.3,4.7,3.3,2,0.9,0.4,0.1,0.1,0,0.2,0.4,0.5,0.5,0.5,0.4,0.3,0.1,0,51.550856,0.5811
746162,TL775217,000E34 36 51N51 56,62,33,"0.500,000",0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,0,51.865628,0.576571
746163,TM18311638,001E09 54 51N48 12,7,52,"0.120,000",330,0.6,0.3,0.1,0,0.1,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,1.1,1.1,0.8,51.803409,1.165049
746164,TM01312834,000E55 33 51N55 02,45,39,"0.500,000",260,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,1.1,1.1,0.8,0.6,0.3,0.1,0,0.1,51.917174,0.925798
746165,TQ571769,000E15 38 51N28 09,3,0,"0.000,010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.469253,0.260425
746166,TL87011495,000E42 39 51N48 07,81,53,"0.500,000",315,0.1,0,0.1,0.5,1.3,2.4,4,5.7,7.8,9.8,11.6,12.6,13.1,13.3,13.1,12.8,11.5,10,7.9,5.8,4,2.5,1.3,0.4,0.1,0.1,0,0.2,0.5,0.8,1,1.1,1.1,0.8,0.6,0.3,51.801904,0.710885
746167,TL44920666,000E05 51 51N44 24,110,30,"0.250,000",270,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,51.739903,0.097485
746168,TM12302954,001E05 10 51N55 26,35,156,"0.250,000",290,1.6,2.2,2.9,4.1,5.1,7.4,10.2,12.3,13.2,13.5,13.7,14,14.2,14.1,13.4,11.6,9.5,7.3,5.2,3.3,2.3,1.7,1,0.7,0.5,0.1,0.4,0,0.1,0.3,0.4,0.5,0.4,0.5,0.5,1,51.92387,1.086097
746169,TQ87248589,000E41 55 51N32 27,33,40,"1.000,000",,0.1,0,0,0.2,0.6,1.3,2.3,3.7,5.6,7.8,10.3,12.9,15.3,17.3,18.3,18.5,17.6,15.7,13.1,10.3,7.7,5.5,3.7,2.3,1.3,0.6,0.2,0,0,0.1,0.2,0.2,0.3,0.3,0.2,0.2,51.540835,0.698653
746170,TL91233764,000E47 05 52N00 15,71,88,"1.000,000",,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,2,1.2,52.004239,0.784592
746171,SY014960,003W23 57 50N45 19,27,15,"0.100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.755187,-3.399176
746172,SX9239095285,003W31 36 50N44 50,155,6,"0.100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.747157,-3.526652
746173,SX9144593220,003W32 22 50N43 42,37,32,"0.100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.728418,-3.539432
746174,NS82836457,003W52 25 55N51 36,275,291,"4.229,996",270,4.7,6.9,9.6,12.7,16.2,20,25,27.5,30,27.5,25,20,15.7,12.3,9.4,6.9,4.7,3.3,2.5,1.7,1,0.8,0.5,0.2,0,0,0,0,0,0.2,0.5,0.8,1,1.7,2.5,3,55.860005,-3.873572
746175,NS566615,004W17 26 55N49 31,67,66,"0.100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.825353,-4.290679
746176,NS55753413,004W17 23 55N34 46,286,148,"1.000,000",340,0,0.1,0.4,0.6,0.9,1.4,2.1,3,3.7,5.8,8,11.2,14.4,18.1,22.5,25,25,25,25,22.5,17.9,13.7,10.9,8,5.8,3.8,2.8,2.1,1.4,0.9,0.6,0.4,0.1,0,0,0,55.579376,-4.289814
746177,NS72138846,004W03 21 56N04 18,410,50,"2.000,000",110,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,56.071792,-4.055753
746178,NS56586835,004W17 41 55N53 13,26,83,"0.100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.886844,-4.294621
746179,NS58096547,004W16 08 55N51 41,16,84,"0.300,000",60,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,55.861436,-4.268991
746180,NS37847965,004W36 03 55N58 56,152,20,"0.400,000",90,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,12.5,9.8,6.8,4.8,55.982322,-4.600708
746181,NS25848119,004W47 38 55N59 31,107,85,"1.800,002",90,2.4,2.7,2.2,0.7,0,0.2,1.1,3.1,2.1,0.5,1.7,2.5,1.2,0.7,0.7,1.2,2.5,1.6,0.4,2,3,1.1,0.2,0,0.8,2.4,2.8,2.5,5.5,9.6,7.3,6.4,6.5,7.4,9.5,5.4,55.991937,-4.793795
746182,NS12506907,004W59 56 55N52 41,166,41,"1.000,000",130,12.5,9.8,6.8,4.8,3.6,2,0.9,0.3,0.1,0,0.9,1.4,1.6,1.6,1.6,1.7,1.4,1.5,1.2,0.7,0.8,0.6,1,1.9,3.1,5.3,8.3,10.5,14.1,19.7,24,26,26,26,26,19.4,55.878164,-4.998928
746183,NS455597,004W28 00 55N48 21,230,33,"0.886,001",50,1,1,2,2,0.7,0,0.7,2,2,1,1,2,2,2.7,2.2,1.3,3,3,4,8,10.4,12.8,16,20,20,13.3,9.8,7.1,4.7,3,4.5,1,2.2,2.7,2,2,55.80577,-4.466669
746184,NS58836609,004W15 27 55N52 02,29,72,"0.100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.867219,-4.257501
746185,SO88021887,002W10 31 51N52 06,147,20,"2.000,000",,1.9,3.5,1,0.1,1.8,2.8,1.1,0.6,0.6,1.8,3.2,1.2,0.6,2.1,2.7,1,0.3,0.5,1.8,2.8,0.9,0.5,1.8,2.5,1,0.5,0.5,1.8,3.5,1,0,1.3,2.7,1.3,0.5,0.5,51.868264,-2.175397
746186,SP00490579,001W59 39 51N45 03,184,40,"1.499,999",90,0.9,0.9,0.7,1,1.4,1.2,0.5,0.1,0,0.1,0.1,0,0.1,0.7,1.6,2.6,4.1,6.6,7,6.4,8.7,15.1,17.3,14.8,15.8,17.9,18.8,19,17.1,12.7,8.8,6,3.8,1.7,0.3,0.3,51.750794,-1.994303
746187,SP20202289,001W42 28 51N54 15,241,40,"1.000,000",210,2.5,4.4,7.2,9.7,12.8,17.5,22.7,25.6,26,26,26,22.2,14.8,11.1,8.2,5.7,4.2,2.6,1.1,0.5,0,0,0.6,1.2,1.6,1.7,1.6,1.6,1.6,1.5,1.4,0.9,0.6,0.7,0.8,1.5,51.904177,-1.707798
746188,SO839086,002W14 05 51N46 33,250,32,"1.199,999",180,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,51.775824,-2.234753
746189,SO94777301,002W04 42 52N21 18,147,40,"0.533,301",,1.8,2.7,1.5,0.5,0.7,1.4,1.1,0.2,0,1.6,3.2,2.1,0.8,0.7,1.2,0.9,0.3,0.5,1.8,2.8,1.7,0.6,0.6,1.1,0.7,0,0.2,1.8,3,2.1,0.9,0.8,1.2,0.8,0.1,0.4,52.355115,-2.078214
746190,SO52443650,002W41 40 52N01 29,164,19,"0.600,000",0,0,0,0.4,0.8,1.4,2.2,3,4.5,6.5,9,11.8,15,20,20,20,20,20,20,20,20,20,20,20,20,20,14,11.4,9,6.7,4.4,3.2,2.1,1.4,0.8,0.4,0,52.024853,-2.694563
746191,SO80847395,002W16 58 52N21 48,82,33,"1.000,000",300,0.7,0.3,0.1,0.4,1.3,2.9,5,7.9,10.7,15.2,19.2,24,24,22.4,19.8,15.6,12.1,9,6.2,4.5,2.4,1,0,0.3,0.3,1.1,1.7,2.4,2.3,2.8,2.6,2.7,2.6,2.4,2,1.2,52.363252,-2.282794
746192,SO77494643,002W19 49 52N06 57,161,35,"5.000,000",,0.2,0,0.1,0.4,0.6,0.9,1.3,1.8,2,1.9,1.5,1.1,0.8,0.6,0.2,0.1,0,0.4,1.5,2.8,4.8,7.2,9.5,11.8,14.7,17.1,18.6,18.2,17.2,13.1,10.5,8,5.3,3.5,1.9,0.7,52.115715,-2.330146
746193,SO63033336,002W32 24 51N59 51,204,127,"4.000,000",,0.6,0.5,2.4,4.2,2.5,1.3,2.8,2.9,1,0.3,0.6,1.9,4.1,1.9,1.4,3.2,3.1,0.8,0,0.3,1.8,3.9,2.8,1.6,3.9,3.7,2.1,1.2,1.6,3.5,4.2,2.2,1.8,3.6,3.3,1.2,51.997433,-2.53989
746194,SP820141,000W48 42 51N49 10,81,29,"0.600,000",140,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,51.819509,-0.811742
746195,SP91423421,000W40 11 51N59 56,169,55,"2.736,031",295,2.6,1.1,0.5,0.2,0.3,1.7,2.7,2.9,4.6,8.5,5.5,4.2,3.1,4.1,5.4,3.1,0.8,1.2,1.7,0.9,0.3,0,0.4,2.5,0.9,0.2,1.3,2.2,0.4,0.3,0.1,1,2.1,0.5,0.3,1.3,51.998806,-0.669784
746196,SU87709110,000W44 05 51N36 43,142,50,"0.600,000",15,0.5,0.8,0.9,0.6,0.4,0.1,0,0,0.2,0.6,1,1.6,2.5,3.4,4.2,5.5,6.2,6.5,6.8,7,7,6.8,6.5,6.2,5.5,4.2,3.4,2.5,1.6,0.9,0.6,0.2,0,0,0.1,0.3,51.6119,-0.734849
746197,TL29290671,000W07 43 51N44 39,122,102,"2.000,000",330,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,51.744172,-0.128729
746198,TL08790449,000W25 34 51N43 43,142,69,"3.908,949",,4,2.8,0.6,3.1,4.4,1.1,0,0.4,2.2,3.8,3,1.8,4,7.5,4.9,3.6,3.5,5,7.4,4.2,1.7,3.1,4.1,2.3,0.6,0,1.1,4.3,3.3,0.7,2.5,4.5,1.6,0.1,0.1,1.5,51.728571,-0.426217
746199,TL236330,000W12 06 51N58 54,82,26,"0.025,000",240,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,0,0.4,0.8,1.3,2,3,3.8,51.981709,-0.201702
746200,TL24982566,000W11 03 51N54 56,133,28,"0.060,000",270,0,0.4,0.8,1.3,2,3,3.8,4.9,6,6.4,6.7,7,7,7,6.7,6.4,6,4.9,3.8,3,2,1.2,0.7,0.4,0,0,0,0.3,0.5,0.8,1,0.8,0.5,0.2,0,0,51.915442,-0.184286
746201,TL20474944,000W14 29 52N07 48,54,167,"4.897,788",315,2,4.1,4.9,1.8,0.6,1,1.2,2.3,7.1,11.8,7.8,8,10.7,11,12,10.3,7.1,6.2,8.8,4.7,2,0.1,0,1.1,2.4,3.9,2,1,1.9,3,0.8,0.4,1.7,3.7,3.9,1.4,52.130132,-0.241462
746202,TL04482102,000W29 01 51N52 41,207,59,"0.488,619",330,3.6,2.4,1.4,0.6,0.1,0,0.3,1.1,2.4,4.2,6.4,8.5,10.1,10.4,10,9.8,9.9,10.1,9.7,8.3,6.2,4.1,2.2,1.1,0.4,0,0.2,0.8,1.6,2.6,3.6,4.4,5.1,5.3,5,4.4,51.877958,-0.483622
746203,TA16497137,000W13 08 54N07 30,105,19,"1.584,893",200,20,20,20,20,20,20,20,20,18,15,11,9,6.5,5,3,2,1,0.8,0.2,0,0,0,0.2,0.8,1,2,3,5,6.5,9,11,15,18,20,20,20,54.124979,-0.218986
746204,SE81235684,000W45 44 54N00 04,240,38,"1.199,999",180,26.1,30.4,20.7,16.6,12.9,10.2,8,6,4.4,3.7,3.1,1.6,0.7,0.5,0.5,0.4,0.3,0.3,0.3,0.3,0.1,0.1,0,0.3,0.8,1.4,2.3,3,3.3,4.4,5.9,8.5,12,16.2,20,26,54.001193,-0.762246
746205,TA27250963,000W04 48 53N34 04,4,58,"0.200,000",240,5,5.5,6,6,6,6,6,6,6,5.5,5,4,3,2,1.5,0.8,0.4,0,0,0,0.2,0.4,0.4,0.4,0.3,0,0,0,0,0,0.3,0.8,1.3,2,3,4,53.567838,-0.079989
746206,SE94583504,000W33 55 53N48 11,164,70,"5.000,000",,2.1,2.3,1.4,1.3,2.3,2.2,0.7,0,0.7,2.2,2.3,1.3,1.3,2.3,2.1,0.8,0,0.7,2.3,2.3,1.4,1.3,2.3,2.4,0.8,0,0.8,2.2,2.3,1.5,1.3,2.4,2.2,0.7,0,0.8,53.803052,-0.565371
